Area,BHK,Bathroom,Parking,Price,Per_Sqft,Locality
450.0,1,1.0,1.0,2200000,4889.0,Sheikh Sarai
1291.668,3,2.0,1.0,23500000,18194.0,Sheikh Sarai Phase 1
1300.0,2,2.0,2.0,16000000,12308.0,Sheikh Sarai Phase 1
1350.0,3,3.0,2.0,20000000,14815.0,Sheikh Sarai Phase 1
900.0,2,2.0,2.0,5500000,6111.0,Sheikh Sarai Phase 1
850.0,2,2.0,1.0,13500000,15882.0,Sheikh Sarai Phase 1
1650.0,3,3.0,1.0,22500000,13636.0,Sheikh Sarai Phase 1
650.0,2,2.0,1.0,3800000,5846.0,Sheikh Sarai
630.0,2,2.0,1.0,4600000,7302.0,other
1250.0,2,1.0,2.0,17500000,14000.0,Sheikh Sarai Phase 1
1800.0,4,3.0,2.0,5500000,3056.0,Sheikh Sarai
1500.0,3,3.0,2.0,22500000,15000.0,Sheikh Sarai Phase 1
1100.0,2,2.0,1.0,12500000,11364.0,Sheikh Sarai Phase 1
1400.0,3,2.0,2.0,19000000,13571.0,Sheikh Sarai Phase 1
1300.0,2,2.0,2.0,15500000,11923.0,Sheikh Sarai Phase 1
1100.0,2,2.0,2.0,13500000,12273.0,Sheikh Sarai Phase 1
1600.0,3,3.0,2.0,21000000,13125.0,Sheikh Sarai Phase 1
2250.0,4,4.0,2.0,50000000,22222.0,Punjabi Bagh West
2592.0,4,3.0,2.0,42500000,16397.0,Punjabi Bagh
1800.0,4,4.0,2.0,45500000,25278.0,Punjabi Bagh West
1700.0,3,3.0,2.0,23000000,13529.0,Punjabi Bagh
1640.0,3,3.0,1.0,12000000,7317.0,Punjabi Bagh West
2572.0,3,3.0,4.0,35000000,13608.0,Punjabi Bagh West
2100.0,3,3.0,1.0,25000000,11905.0,other
1620.0,3,3.0,1.0,29000000,17901.0,Punjabi Bagh
2500.0,4,4.0,2.0,80000000,32000.0,Punjabi Bagh West
2250.0,3,3.0,2.0,20500000,9111.0,Punjabi Bagh West
2445.0,4,4.0,1.0,52500000,21472.0,other
2250.0,4,4.0,2.0,37500000,16667.0,Punjabi Bagh
800.0,2,2.0,2.0,7500000,9375.0,Punjabi Bagh West
1450.0,3,3.0,2.0,32500000,22414.0,Punjabi Bagh
1440.0,3,3.0,2.0,24500000,17014.0,Punjabi Bagh
5220.0,5,5.0,2.0,65000000,12452.0,Punjabi Bagh West
1800.0,3,3.0,2.0,27500000,15278.0,Punjabi Bagh
4455.0,5,5.0,1.0,115000000,25814.0,Punjabi Bagh West
807.2925,2,1.0,1.0,8000000,9910.0,Punjabi Bagh
3500.0,4,4.0,3.0,75100000,21457.0,Punjabi Bagh West
1000.0,2,2.0,1.0,7800000,7800.0,other
900.0,2,2.0,1.0,15000000,16667.0,Punjabi Bagh
1800.0,3,3.0,1.0,27500000,15278.0,other
17010.0,3,3.0,2.0,25000000,1470.0,Punjabi Bagh West
2340.0,4,4.0,1.0,26000000,11111.0,other
1350.0,3,3.0,1.0,23500000,17407.0,other
954.0,2,2.0,1.0,10000000,10482.0,other
1155.0,2,2.0,1.0,18500000,16017.0,Punjabi Bagh
980.0,2,2.0,2.0,13800000,14082.0,Alaknanda
1350.0,3,3.0,2.0,21000000,15556.0,Alaknanda
1800.0,3,3.0,2.0,22500000,12500.0,Alaknanda
968.751,2,2.0,2.0,15000000,15484.0,Alaknanda
1250.0,3,3.0,2.0,20000000,16000.0,Alaknanda
1800.0,3,3.0,2.0,20000000,11111.0,Alaknanda
1400.0,3,2.0,2.0,26000000,18571.0,Alaknanda
1000.0,3,3.0,2.0,19500000,19500.0,Alaknanda
1800.0,4,2.0,1.0,21500000,11944.0,Alaknanda
1500.0,3,3.0,1.0,26500000,17667.0,Alaknanda
1600.0,3,3.0,2.0,20000000,12500.0,Alaknanda
1400.0,3,3.0,1.0,18000000,12857.0,other
1400.0,3,2.0,1.0,19000000,13571.0,Alaknanda
2700.0,4,4.0,2.0,36500000,13519.0,other
1100.0,2,2.0,2.0,15000000,13636.0,Alaknanda
1200.0,2,2.0,2.0,17500000,14583.0,Alaknanda
1400.0,2,2.0,2.0,14000000,10000.0,Alaknanda
1500.0,3,3.0,2.0,21000000,14000.0,Alaknanda
1320.0,3,2.0,2.0,15600000,11818.0,Alaknanda
1300.0,3,3.0,2.0,19000000,14615.0,other
1150.0,2,2.0,1.0,16500000,14348.0,Alaknanda
1440.0,3,3.0,1.0,19000000,13194.0,Alaknanda
1400.0,2,2.0,1.0,16500000,11786.0,Alaknanda
450.0,1,1.0,1.0,3000000,6667.0,Alaknanda
1300.0,2,2.0,1.0,15000000,11538.0,Alaknanda
1200.0,2,2.0,1.0,14300000,11917.0,Alaknanda
1300.0,3,2.0,1.0,18500000,14231.0,Alaknanda
1400.0,3,3.0,1.0,19000000,13571.0,other
1400.0,3,3.0,1.0,19000000,13571.0,Alaknanda
700.0,2,2.0,1.0,3800000,5429.0,Kalkaji
900.0,3,3.0,1.0,7000000,7778.0,Kalkaji
1260.0,3,3.0,2.0,16500000,13095.0,Kalkaji
950.0,3,2.0,1.0,8000000,8421.0,Kalkaji
405.0,1,1.0,1.0,5600000,13827.0,Kalkaji
1800.0,2,2.0,1.0,21000000,11667.0,Kalkaji
1300.0,3,3.0,2.0,21000000,16154.0,Kalkaji
1000.0,3,3.0,2.0,8600000,8600.0,Kalkaji
900.0,3,2.0,2.0,6600000,7333.0,other
1800.0,3,3.0,2.0,14000000,7778.0,Kalkaji
720.0,2,2.0,2.0,4700000,6528.0,Kalkaji
1485.0,3,3.0,1.0,30000000,20202.0,Kalkaji
1600.0,3,3.0,2.0,26000000,16250.0,Kalkaji
1200.0,2,2.0,2.0,18500000,15417.0,Kalkaji
900.0,2,2.0,2.0,6500000,7222.0,Kalkaji
900.0,2,2.0,2.0,15000000,16667.0,Kalkaji
800.0,2,2.0,1.0,8000000,10000.0,other
1150.0,2,3.0,2.0,16100000,14000.0,Kalkaji
900.0,3,3.0,1.0,6800000,7556.0,Kalkaji
1070.0,3,2.0,1.0,6800000,6355.0,other
1050.0,2,2.0,1.0,9000000,8571.0,other
1000.0,2,2.0,1.0,18000000,18000.0,other
1550.0,3,3.0,2.0,27500000,17742.0,Kalkaji
1300.0,3,2.0,1.0,13500000,10385.0,other
810.0,2,2.0,1.0,14000000,17284.0,Kalkaji
900.0,2,2.0,1.0,9000000,10000.0,Kalkaji
1200.0,2,2.0,1.0,16000000,13333.0,Kalkaji
1000.0,2,3.0,1.0,11000000,11000.0,other
720.0,2,2.0,1.0,5500000,7639.0,Kalkaji
1700.0,3,4.0,2.0,45000000,26471.0,Hauz Khas
1800.0,3,3.0,2.0,43500000,24167.0,Hauz Khas
6000.0,5,5.0,3.0,180000000,30000.0,other
1800.0,4,4.0,2.0,80000000,44444.0,Hauz Khas
2000.0,3,3.0,2.0,37500000,18750.0,Hauz Khas
2066.0,4,4.0,2.0,60000000,29042.0,Hauz Khas
2050.0,3,3.0,2.0,71000000,34634.0,Hauz Khas
1100.0,3,3.0,2.0,18500000,16818.0,Hauz Khas
4500.0,4,4.0,2.0,70000000,15556.0,Hauz Khas
4500.0,4,5.0,2.0,85000000,18889.0,Hauz Khas
6500.0,4,5.0,3.0,190000000,29231.0,Hauz Khas
4350.0,4,6.0,2.0,135000000,31034.0,Hauz Khas
1750.0,3,3.0,2.0,35000000,20000.0,Hauz Khas
3600.0,4,4.0,2.0,65000000,18056.0,Hauz Khas
1200.0,2,2.0,1.0,27500000,22917.0,Hauz Khas
1500.0,3,4.0,2.0,45000000,30000.0,Hauz Khas
2250.0,4,4.0,3.0,100000000,44444.0,Hauz Khas
1800.0,3,4.0,2.0,47000000,26111.0,Hauz Khas
1600.0,3,4.0,2.0,27500000,17188.0,Hauz Khas
2800.0,4,5.0,3.0,70000000,25000.0,Hauz Khas
1700.0,3,3.0,1.0,36500000,21471.0,other
2400.0,4,5.0,1.0,65000000,27083.0,Hauz Khas
1980.0,3,4.0,1.0,35000000,17677.0,Hauz Khas
2100.0,4,5.0,1.0,56000000,26667.0,Hauz Khas
5400.0,4,4.0,2.0,110000000,20370.0,Hauz Khas
1250.0,3,3.0,1.0,24000000,19200.0,Hauz Khas
2300.0,4,4.0,1.0,102500000,44565.0,Hauz Khas
2700.0,4,4.0,2.0,100000000,37037.0,Hauz Khas
1450.0,3,3.0,1.0,45000000,31034.0,Hauz Khas
1250.0,3,3.0,1.0,25500000,20400.0,Chittaranjan Park
1600.0,3,3.0,2.0,33500000,20938.0,Chittaranjan Park
2600.0,4,5.0,3.0,62500000,24038.0,Chittaranjan Park
1700.0,3,3.0,2.0,47500000,27941.0,Chittaranjan Park
1116.0,3,3.0,1.0,14700000,13172.0,Chittaranjan Park
1070.0,2,3.0,1.0,18000000,16822.0,Chittaranjan Park
1200.0,3,3.0,1.0,22500000,18750.0,Chittaranjan Park
1200.0,3,3.0,1.0,22000000,18333.0,Chittaranjan Park
1200.0,3,3.0,1.0,22200000,18500.0,other
1450.0,3,3.0,1.0,22500000,15517.0,Chittaranjan Park
1000.0,2,2.0,1.0,7500000,7500.0,Chittaranjan Park
2430.0,4,4.0,5.0,30000000,12346.0,other
945.0,2,1.0,5.0,6500000,6878.0,Chittaranjan Park
1650.0,3,3.0,5.0,35000000,21212.0,Chittaranjan Park
1350.0,3,2.0,1.0,17500000,12963.0,Kalkaji
2625.0,4,5.0,2.0,60000000,22857.0,Chittaranjan Park
1800.0,4,4.0,2.0,40000000,22222.0,Chittaranjan Park
1440.0,3,3.0,2.0,22500000,15625.0,Chittaranjan Park
1900.0,3,4.0,2.0,28500000,15000.0,Chittaranjan Park
1800.0,3,3.0,2.0,29000000,16111.0,Chittaranjan Park
1200.0,3,2.0,1.0,15500000,12917.0,Chittaranjan Park
1800.0,3,3.0,1.0,26000000,14444.0,Kalkaji
1200.0,3,3.0,1.0,16500000,13750.0,Chittaranjan Park
4118.0,4,5.0,3.0,55000000,13356.0,Chittaranjan Park
1050.0,3,2.0,3.0,12500000,11905.0,Chittaranjan Park
990.0,2,2.0,1.0,11500000,11616.0,other
11050.0,3,3.0,1.0,18500000,1674.0,Chittaranjan Park
